,title,authors,paper_url,code_url,poster_url
73,Flexpoint: An Adaptive Numerical Format for Efficient Training of Deep Neural Networks,Urs Köster · Tristan Webb · Xin Wang · Marcel Nassar · Arjun K Bansal · William Constable · Oguz Elibol · Stewart Hall · Luke Hornof · Amir Khosrowshahi · Carey Kloss · Ruby J Pai · Naveen Rao,http://papers.nips.cc/paper/by-source-2017-1099,,
74,Bayesian Inference of Individualized Treatment Effects using Multi-task Gaussian Processes,Ahmed M. Alaa · Mihaela van der Schaar,http://papers.nips.cc/paper/by-source-2017-1951,,
75,Tomography of the London Underground: a Scalable Model for Origin-Destination Data,Nicolò Colombo · Ricardo Silva · Soong Moon Kang,http://papers.nips.cc/paper/by-source-2017-1741,,
76,Matching on Balanced Nonlinear Representations for Treatment Effects Estimation,Sheng Li · Yun Fu,http://papers.nips.cc/paper/by-source-2017-596,,
77,SchNet: A continuous-filter convolutional neural network for modeling quantum interactions,Kristof Schütt · Pieter-Jan Kindermans · Huziel Enoc Sauceda Felix · Stefan Chmiela · Alexandre Tkatchenko · Klaus-Robert Müller,http://papers.nips.cc/paper/by-source-2017-647,https://github.com/atomistic-machine-learning/SchNet,
78,Hiding Images in Plain Sight: Deep Steganography,Shumeet Baluja,http://papers.nips.cc/paper/by-source-2017-1251,,
79,Universal Style Transfer via Feature Transforms,Yijun Li · Chen Fang · Jimei Yang · Zhaowen Wang · Xin Lu · Ming-Hsuan Yang,http://papers.nips.cc/paper/by-source-2017-295,https://github.com/Yijunmaverick/UniversalStyleTransfer,
80,Attend and Predict: Understanding Gene Regulation by Selective Attention on Chromatin,Ritambhara Singh · Jack Lanchantin · Arshdeep Sekhon · Yanjun Qi,http://papers.nips.cc/paper/by-source-2017-3418,https://github.com/QData/AttentiveChrome,https://github.com/QData/AttentiveChrome/blob/master/NIPS%20poster.pdf
81,Unbounded cache model for online language modeling with open vocabulary,Edouard Grave · Moustapha Cisse · Armand Joulin,http://papers.nips.cc/paper/by-source-2017-3079,,
82,Deconvolutional Paragraph Representation Learning,Yizhe Zhang · Dinghan Shen · Guoyin Wang · Zhe Gan · Ricardo Henao · Lawrence Carin,http://papers.nips.cc/paper/by-source-2017-2204,,
83,Analyzing Hidden Representations in End-to-End Automatic Speech Recognition Systems,Yonatan Belinkov · James Glass,http://papers.nips.cc/paper/by-source-2017-1433,https://github.com/boknilev/asr-repr-analysis,http://people.csail.mit.edu/belinkov/assets/pdf/nips2017-poster.pdf
84,Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model,Jiasen Lu · Anitha Kannan · Jianwei Yang · Devi Parikh · Dhruv Batra,http://papers.nips.cc/paper/by-source-2017-249,https://github.com/jiasenlu/visDial.pytorch,
85,Teaching Machines to Describe Images with Natural Language Feedback,huan ling · Sanja Fidler,http://papers.nips.cc/paper/by-source-2017-2623,,http://www.cs.toronto.edu/~linghuan/humanFeedback.pdf
86,High-Order Attention Models for Visual Question Answering,Idan Schwartz · Alexander Schwing · Tamir Hazan,http://papers.nips.cc/paper/by-source-2017-2048,https://github.com/idansc/HighOrderAtten,
87,Visual Reference Resolution using Attention Memory for Visual Dialog,Paul Hongsuck Seo · Andreas Lehrmann · Bohyung Han · Leonid Sigal,http://papers.nips.cc/paper/by-source-2017-2079,http://cvlab.postech.ac.kr/research/attmem/,https://www.dropbox.com/s/atxk535eu2f1ykh/poster.pdf?dl=0
88,Semi-Supervised Learning for Optical Flow with Generative Adversarial Networks,Wei-Sheng Lai · Jia-Bin Huang · Ming-Hsuan Yang,http://papers.nips.cc/paper/by-source-2017-286,,
89,Associative Embedding: End-to-End Learning for Joint Detection and Grouping,Alejandro Newell · Zhiao Huang · Jia Deng,http://papers.nips.cc/paper/by-source-2017-1334,,
90,Learning Deep Structured Multi-Scale Features using Attention-Gated CRFs for Contour Prediction,Dan Xu · Wanli Ouyang · Xavier Alameda-Pineda · Elisa Ricci · Xiaogang Wang · Nicu Sebe,http://papers.nips.cc/paper/by-source-2017-2131,,https://drive.google.com/file/d/11duLrjQEMqVEh95d9X0eH6A6xyHJlIig/view
91,Incorporating Side Information by Adaptive Convolution,Di Kang · Debarun Dhar · Antoni Chan,http://papers.nips.cc/paper/by-source-2017-2104,,
92,Learning a Multi-View Stereo Machine,Abhishek Kar · Christian Häne · Jitendra Malik,http://papers.nips.cc/paper/by-source-2017-291,https://github.com/akar43/lsm,
93,Pose Guided Person Image Generation,Liqian Ma · Xu Jia · Qianru Sun · Bernt Schiele · Tinne Tuytelaars · Luc Van Gool,http://papers.nips.cc/paper/by-source-2017-301,DeepFashion data for PG2 https://drive.google.com/file/d/10zkJUJBV0WQqglWIrFY_Nh1f8sQx3V9n/view?usp=sharing,https://homes.esat.kuleuven.be/~liqianma/NIPS17_PG2/NIPS17_PG2_poster.pdf
94,Working hard to know your neighbor's margins: Local descriptor learning loss,Anastasiia Mishchuk · Dmytro Mishkin · Filip Radenovic · Jiri Matas,http://papers.nips.cc/paper/by-source-2017-2512,https://github.com/DagnyT/hardnet,
95,Toward Multimodal Image-to-Image Translation,Jun-Yan Zhu · Richard Zhang · Deepak Pathak · Trevor Darrell · Alexei Efros · Oliver Wang · Eli Shechtman,http://papers.nips.cc/paper/by-source-2017-338,https://github.com/junyanz/BiCycleGAN,https://www.dropbox.com/s/j2haoef4zzmts2t/poster_nips.pdf?dl=0
96,Deep Supervised Discrete Hashing,Qi Li · Zhenan Sun · Ran He · Tieniu Tan,http://papers.nips.cc/paper/by-source-2017-1448,https://github.com/liqi-casia/DSDH-HashingCode,
97,SVD-Softmax: Fast Softmax Approximation on Large Vocabulary Neural Networks,Kyuhong Shim · Minjae Lee · Iksoo Choi · Yoonho Boo · Wonyong Sung,http://papers.nips.cc/paper/by-source-2017-2816,,
98,Hash Embeddings for Efficient Word Representations,Dan Tito Svenstrup · Jonas Hansen · Ole Winther,http://papers.nips.cc/paper/by-source-2017-2544,https://github.com/dsv77/hashembedding/,
99,A Regularized Framework for Sparse and Structured Neural Attention,Vlad Niculae · Mathieu Blondel,http://papers.nips.cc/paper/by-source-2017-1888,,
100,Attentional Pooling for Action Recognition,Rohit Girdhar · Deva Ramanan,http://papers.nips.cc/paper/by-source-2017-47,https://rohitgirdhar.github.io/AttentionalPoolingAction/,
101,"Plan, Attend, Generate: Planning for Sequence-to-Sequence Models",Caglar Gulcehre · Francis Dutil · Adam Trischler · Yoshua Bengio,http://papers.nips.cc/paper/by-source-2017-2824,https://github.com/Dutil/PAG,
102,Dilated Recurrent Neural Networks,Shiyu Chang · Yang Zhang · Wei Han · Mo Yu · Xiaoxiao Guo · Wei Tan · Xiaodong Cui · Michael Witbrock · Mark A Hasegawa-Johnson · Thomas Huang,http://papers.nips.cc/paper/by-source-2017-72,https://github.com/code-terminator/DilatedRNN,https://www.dropbox.com/s/gtl05wf0ei8shkk/DRNN.pptx?dl=0
103,Learning Hierarchical Information Flow with Recurrent Neural Modules,Danijar Hafner · Alexander Irpan · James Davidson · Nicolas Heess,http://papers.nips.cc/paper/by-source-2017-3374,,https://danijar.com/asset/thalnet/thalnet-poster.pdf
104,Wasserstein Learning of Deep Generative Point Process Models,SHUAI XIAO · Mehrdad Farajtabar · Xiaojing Ye · Junchi Yan · Xiaokang Yang · Le Song · Hongyuan Zha,http://papers.nips.cc/paper/by-source-2017-1846,,
105,Stabilizing Training of Generative Adversarial Networks through Regularization,Kevin Roth · Aurelien Lucchi · Sebastian Nowozin · Thomas Hofmann,http://papers.nips.cc/paper/by-source-2017-1236,https://github.com/rothk/Stabilizing_GANs,https://github.com/rothk/Stabilizing_GANs/blob/master/Stabilizing_GANs_Poster.pdf
106,Neural Variational Inference and Learning in Undirected Graphical Models,Volodymyr Kuleshov · Stefano Ermon,http://papers.nips.cc/paper/by-source-2017-3376,,
107,Adversarial Symmetric Variational Autoencoder,Yuchen Pu · Weiyao Wang · Ricardo Henao · Liqun Chen · Zhe Gan · Chunyuan Li · Lawrence Carin,http://papers.nips.cc/paper/by-source-2017-2260,,
108,Diverse and Accurate Image Description Using a Variational Auto-Encoder with an Additive Gaussian Encoding Space,Liwei Wang · Alexander Schwing · Svetlana Lazebnik,http://papers.nips.cc/paper/by-source-2017-2941,,
109,Z-Forcing: Training Stochastic Recurrent Networks,Anirudh Goyal ALIAS PARTH GOYAL · Alessandro Sordoni · Marc-Alexandre Côté · Nan Ke · Yoshua Bengio,http://papers.nips.cc/paper/by-source-2017-3370,github.com/anirudh9119/zforcing_nips17,
110,One-Shot Imitation Learning,Yan Duan · Marcin Andrychowicz · Bradly Stadie · OpenAI Jonathan Ho · Jonas Schneider · Ilya Sutskever · Pieter Abbeel · Wojciech Zaremba,http://papers.nips.cc/paper/by-source-2017-732,,
111,Reconstruct & Crush Network,Erinc Merdivan · Mohammad Reza Loghmani · Matthieu Geist,http://papers.nips.cc/paper/by-source-2017-2377,,
112,Fader Networks:Manipulating Images by Sliding Attributes,Guillaume Lample · Neil Zeghidour · Nicolas Usunier · Antoine Bordes · Ludovic DENOYER · Marc'Aurelio Ranzato,http://papers.nips.cc/paper/by-source-2017-3042,,
113,PredRNN: Recurrent Neural Networks for Predictive Learning using Spatiotemporal LSTMs,Yunbo Wang · Mingsheng Long · Jianmin Wang · Zhifeng Gao · Philip S Yu,http://papers.nips.cc/paper/by-source-2017-573,https://github.com/thuml,
114,VAIN: Attentional Multi-agent Predictive Modeling,Yedid Hoshen,http://papers.nips.cc/paper/by-source-2017-1535,,
115,Real Time Image Saliency for Black Box Classifiers,Piotr Dabkowski · Yarin Gal,http://papers.nips.cc/paper/by-source-2017-3492,https://github.com/PiotrDabkowski/pytorch-saliency,
116,Prototypical Networks for Few-shot Learning,Jake Snell · Kevin Swersky · Richard Zemel,http://papers.nips.cc/paper/by-source-2017-2153,https://github.com/jakesnell/prototypical-networks,
117,Few-Shot Learning Through an Information Retrieval  Lens,Eleni Triantafillou · Richard Zemel · Raquel Urtasun,http://papers.nips.cc/paper/by-source-2017-1329,https://github.com/eleniTriantafillou/few_shot_mAP_public,
118,The Reversible Residual Network: Backpropagation Without Storing Activations,Aidan N Gomez · Mengye Ren · Raquel Urtasun · Roger Grosse,http://papers.nips.cc/paper/by-source-2017-1321,https://github.com/renmengye/revnet-public,
119,Gated Recurrent Convolution Neural Network for OCR,Jianfeng Wang · Xiaolin Hu,http://papers.nips.cc/paper/by-source-2017-253,,https://pan.baidu.com/s/1kUDKTD1
120,Learning Efficient Object Detection Models with Knowledge Distillation,Guobin Chen · Wongun Choi · Xiang Yu · Tony Han · Manmohan Chandraker,http://papers.nips.cc/paper/by-source-2017-483,,
121,"Decoupling ""when to update"" from ""how to update""",Eran Malach · Shai Shalev-Shwartz,http://papers.nips.cc/paper/by-source-2017-615,https://github.com/emalach/UpdateByDisagreement,https://github.com/emalach/UpdateByDisagreement/blob/master/conference_poster_2.pdf
122,Langevin Dynamics with Continuous Tempering for Training Deep Neural Networks,Nanyang Ye · Zhanxing Zhu · Rafal Mantiuk,http://papers.nips.cc/paper/by-source-2017-433,,
123,Differentiable Learning of Logical Rules for Knowledge Base Reasoning,Fan Yang · Zhilin Yang · William W Cohen,http://papers.nips.cc/paper/by-source-2017-1347,https://github.com/fanyangxyz/Neural-LP,http://www.cs.cmu.edu/~fanyang1/presentations/nips2017_diff_rule_poster.pdf
124,Deliberation Networks: Sequence Generation Beyond One-Pass Decoding,Yingce Xia · Fei Tian · Lijun Wu · Jianxin Lin · Tao Qin · Nenghai Yu · Tie-Yan Liu,http://papers.nips.cc/paper/by-source-2017-1120,,
125,Neural Program Meta-Induction,Jacob Devlin · Rudy R Bunel · Rishabh Singh · Matthew Hausknecht · Pushmeet Kohli,http://papers.nips.cc/paper/by-source-2017-1255,,
126,Saliency-based Sequential Image Attention with Multiset Prediction,Sean Welleck · Jialin Mao · Kyunghyun Cho · Zheng Zhang,http://papers.nips.cc/paper/by-source-2017-2670,,
127,Protein Interface Prediction using Graph Convolutional Networks,Alex Fout · Jonathon Byrd · Basir Shariat · Asa Ben-Hur,http://papers.nips.cc/paper/by-source-2017-3278,,
128,Dual-Agent GANs for Photorealistic and Identity Preserving Profile Face Synthesis,Jian Zhao · Lin Xiong · Panasonic Karlekar Jayashree · Jianshu Li · Fang Zhao · Zhecan Wang · Panasonic Sugiri Pranata · Panasonic Shengmei Shen · Shuicheng Yan · Jiashi Feng,http://papers.nips.cc/paper/by-source-2017-70,,https://zhaoj9014.github.io/pub/ZHAOJIAN_ID70.pdf
129,Toward Robustness against Label Noise in Training Deep Discriminative Neural Networks,Arash Vahdat,http://papers.nips.cc/paper/by-source-2017-2874,,
130,Soft-to-Hard Vector Quantization for End-to-End Learning Compressible Representations,Eirikur Agustsson · Fabian Mentzer · Michael Tschannen · Lukas Cavigelli · Radu Timofte · Luca Benini · Luc V Gool,http://papers.nips.cc/paper/by-source-2017-773,,
